fy,table,sheet,sr,col0_wardnumbers,ward_office,account_code,dept,amount_lakh
2016-17,WardOfficeNonPlan,WardOfficeNonPlan16,,,धनकवडी क्षेत्रीय कार्यालय एकूण बेरीज,XE12B301,WaterSupply,0.0
2016-17,WardOfficeNonPlan,WardOfficeNonPlan16,,,धनकवडी क्षेत्रीय कार्यालय एकूण बेरीज,XE23A301,Sewerage_foul,103.0
2016-17,WardOfficeNonPlan,WardOfficeNonPlan16,,,कोंढवा वानवडी क्षेत्रीय कार्यालय एकूण बेरीज,RE20A301,Roads,311.0
2016-17,WardOfficeNonPlan,WardOfficeNonPlan16,,,कोंढवा वानवडी क्षेत्रीय कार्यालय एकूण बेरीज,RE20C301,Electrical,301.0
2016-17,WardOfficeNonPlan,WardOfficeNonPlan16,,,कोंढवा वानवडी क्षेत्रीय कार्यालय एकूण बेरीज,RE22C301,Buildings,121.0
2016-17,WardOfficeNonPlan,WardOfficeNonPlan16,,,कोंढवा वानवडी क्षेत्रीय कार्यालय एकूण बेरीज,RE14B301,Slum,105.0
2016-17,WardOfficeNonPlan,WardOfficeNonPlan16,,,कोंढवा वानवडी क्षेत्रीय कार्यालय एकूण बेरीज,XE12B301,WaterSupply,0.0
2016-17,WardOfficeNonPlan,WardOfficeNonPlan16,,,कोंढवा वानवडी क्षेत्रीय कार्यालय एकूण बेरीज,XE23A301,Sewerage_foul,325.0
2016-17,CitizensPlan,CitizensPlan16,,,औंध क्षेत्रीय कार्यालय एकूण बेरीज,CE20A1196,Roads,0.0
2016-17,CitizensPlan,CitizensPlan16,,,औंध क्षेत्रीय कार्यालय एकूण बेरीज,CE20C406,Electrical,0.0
2016-17,CitizensPlan,CitizensPlan16,,,औंध क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,0.0
2016-17,CitizensPlan,CitizensPlan16,,,औंध क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,0.0
2016-17,CitizensPlan,CitizensPlan16,,,औंध क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,0.0
2016-17,CitizensPlan,CitizensPlan16,,,औंध क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B130,Sewerage_foul,0.0
2016-17,CitizensPlan,CitizensPlan16,,,कोथरूड क्षेत्रीय कार्यालय एकूण बेरीज,CE20A1196,Roads,56.0
2016-17,CitizensPlan,CitizensPlan16,,,कोथरूड क्षेत्रीय कार्यालय एकूण बेरीज,CE20C406,Electrical,13.3
2016-17,CitizensPlan,CitizensPlan16,,,कोथरूड क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,0.0
2016-17,CitizensPlan,CitizensPlan16,,,कोथरूड क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,0.0
2016-17,CitizensPlan,CitizensPlan16,,,कोथरूड क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,3.5
2016-17,CitizensPlan,CitizensPlan16,,,कोथरूड क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B130,Sewerage_foul,30.8
2016-17,CitizensPlan,CitizensPlan16,,,घोले रोड क्षेत्रीय कार्यालय एकूण बेरीज,CE20A1196,Roads,0.0
2016-17,CitizensPlan,CitizensPlan16,,,घोले रोड क्षेत्रीय कार्यालय एकूण बेरीज,CE20C406,Electrical,0.0
2016-17,CitizensPlan,CitizensPlan16,,,घोले रोड क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,0.0
2016-17,CitizensPlan,CitizensPlan16,,,घोले रोड क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,0.0
2016-17,CitizensPlan,CitizensPlan16,,,घोले रोड क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,0.0
2016-17,CitizensPlan,CitizensPlan16,,,घोले रोड क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B130,Sewerage_foul,0.0
2016-17,CitizensPlan,CitizensPlan16,,,वारजे कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,CE20A1196,Roads,35.0
2016-17,CitizensPlan,CitizensPlan16,,,वारजे कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,CE20C406,Electrical,25.9
2016-17,CitizensPlan,CitizensPlan16,,,वारजे कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,0.0
2016-17,CitizensPlan,CitizensPlan16,,,वारजे कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,22.4
2016-17,CitizensPlan,CitizensPlan16,,,वारजे कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,0.0
2016-17,CitizensPlan,CitizensPlan16,,,वारजे कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B130,Sewerage_foul,39.2
2016-17,CitizensPlan,CitizensPlan16,,,ढोलेपाटील रोड क्षेत्रीय कार्यालय एकूण बेरीज,CE20A1196,Roads,0.0
2016-17,CitizensPlan,CitizensPlan16,,,ढोलेपाटील रोड क्षेत्रीय कार्यालय एकूण बेरीज,CE20C406,Electrical,0.0
2016-17,CitizensPlan,CitizensPlan16,,,ढोलेपाटील रोड क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,0.0
2016-17,CitizensPlan,CitizensPlan16,,,ढोलेपाटील रोड क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,0.0
2016-17,CitizensPlan,CitizensPlan16,,,ढोलेपाटील रोड क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,0.0
2016-17,CitizensPlan,CitizensPlan16,,,ढोलेपाटील रोड क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B130,Sewerage_foul,0.0
2016-17,CitizensPlan,CitizensPlan16,,,नगररोड क्षेत्रीय कार्यालय एकूण बेरीज,CE20A1196,Roads,0.0
2016-17,CitizensPlan,CitizensPlan16,,,नगररोड क्षेत्रीय कार्यालय एकूण बेरीज,CE20C406,Electrical,0.0
2016-17,CitizensPlan,CitizensPlan16,,,नगररोड क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,0.0
2016-17,CitizensPlan,CitizensPlan16,,,नगररोड क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,0.0
2016-17,CitizensPlan,CitizensPlan16,,,नगररोड क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,0.0
2016-17,CitizensPlan,CitizensPlan16,,,नगररोड क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B130,Sewerage_foul,0.0
2016-17,CitizensPlan,CitizensPlan16,,,संगमवाडी क्षेत्रीय कार्यालय एकूण बेरीज,CE20A1196,Roads,21.0
2016-17,CitizensPlan,CitizensPlan16,,,संगमवाडी क्षेत्रीय कार्यालय एकूण बेरीज,CE20C406,Electrical,26.6
2016-17,CitizensPlan,CitizensPlan16,,,संगमवाडी क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,7.0
2016-17,CitizensPlan,CitizensPlan16,,,संगमवाडी क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,7.0
2016-17,CitizensPlan,CitizensPlan16,,,संगमवाडी क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,0.0
2016-17,CitizensPlan,CitizensPlan16,,,संगमवाडी क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B130,Sewerage_foul,7.0
2016-17,CitizensPlan,CitizensPlan16,,,भवानी पेठ क्षेत्रीय कार्यालय एकूण बेरीज,CE20A1196,Roads,30.8
2016-17,CitizensPlan,CitizensPlan16,,,भवानी पेठ क्षेत्रीय कार्यालय एकूण बेरीज,CE20C406,Electrical,22.4
2016-17,CitizensPlan,CitizensPlan16,,,भवानी पेठ क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,14.0
2016-17,CitizensPlan,CitizensPlan16,,,भवानी पेठ क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,16.1
2016-17,CitizensPlan,CitizensPlan16,,,भवानी पेठ क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,0.0
2016-17,CitizensPlan,CitizensPlan16,,,भवानी पेठ क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B130,Sewerage_foul,3.5
2016-17,CitizensPlan,CitizensPlan16,,,कसबा विश्रामबाग वाडा क्षेत्रीय कार्यालय एकूण बेरीज,CE20A1196,Roads,0.0
2016-17,CitizensPlan,CitizensPlan16,,,कसबा विश्रामबाग वाडा क्षेत्रीय कार्यालय एकूण बेरीज,CE20C406,Electrical,0.0
2016-17,CitizensPlan,CitizensPlan16,,,कसबा विश्रामबाग वाडा क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,0.0
2016-17,CitizensPlan,CitizensPlan16,,,कसबा विश्रामबाग वाडा क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,0.0
2016-17,CitizensPlan,CitizensPlan16,,,कसबा विश्रामबाग वाडा क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,0.0
2016-17,CitizensPlan,CitizensPlan16,,,कसबा विश्रामबाग वाडा क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B130,Sewerage_foul,0.0
2016-17,CitizensPlan,CitizensPlan16,,,टिळक रोड क्षेत्रीय कार्यालय एकूण बेरीज,CE20A1196,Roads,0.0
2016-17,CitizensPlan,CitizensPlan16,,,टिळक रोड क्षेत्रीय कार्यालय एकूण बेरीज,CE20C406,Electrical,0.0
2016-17,CitizensPlan,CitizensPlan16,,,टिळक रोड क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,0.0
2016-17,CitizensPlan,CitizensPlan16,,,टिळक रोड क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,0.0
2016-17,CitizensPlan,CitizensPlan16,,,टिळक रोड क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,0.0
2016-17,CitizensPlan,CitizensPlan16,,,टिळक रोड क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B130,Sewerage_foul,0.0
2016-17,CitizensPlan,CitizensPlan16,,,सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,CE20A1196,Roads,14.0
2016-17,CitizensPlan,CitizensPlan16,,,सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,CE20C406,Electrical,22.4
2016-17,CitizensPlan,CitizensPlan16,,,सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,14.7
2016-17,CitizensPlan,CitizensPlan16,,,सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,11.9
2016-17,CitizensPlan,CitizensPlan16,,,सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,7.0
2016-17,CitizensPlan,CitizensPlan16,,,सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B130,Sewerage_foul,2.0999999999999996
2016-17,CitizensPlan,CitizensPlan16,,,हडपसर क्षेत्रीय कार्यालय एकूण बेरीज,CE20A1196,Roads,21.0
2016-17,CitizensPlan,CitizensPlan16,,,हडपसर क्षेत्रीय कार्यालय एकूण बेरीज,CE20C406,Electrical,19.6
2016-17,CitizensPlan,CitizensPlan16,,,हडपसर क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,10.5
2016-17,CitizensPlan,CitizensPlan16,,,हडपसर क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,0.0
2016-17,CitizensPlan,CitizensPlan16,,,हडपसर क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,3.5
2016-17,CitizensPlan,CitizensPlan16,,,हडपसर क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B130,Sewerage_foul,7.0
2016-17,CitizensPlan,CitizensPlan16,,,बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,CE20A1196,Roads,14.0
2016-17,CitizensPlan,CitizensPlan16,,,बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,CE20C406,Electrical,3.5
2016-17,CitizensPlan,CitizensPlan16,,,बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,38.5
2016-17,CitizensPlan,CitizensPlan16,,,बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,3.5
2016-17,CitizensPlan,CitizensPlan16,,,बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,3.5
